id,page,bbox,text length,text
640,page 17 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 134.1442413330078, 931.23291015625, 179.3992919921875)",40,Societal challenge Sustainable finance: The IPCC estimates a USD 2.4 trillion  annual shortfall in clean energy investment through 2035  to meet the goals of the Paris Agreement. Mobilisation of  institutional and private capital will be necessary to meet this  challenge.  
641,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 133.48309326171875, 1052.6258544921875, 146.62310791015625)",4,Green share of revenue 
642,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 160.3030242919922, 1145.66162109375, 242.8150177001953)",57,"In the space of a decade, we have become a global  green energy company. Today, our business strategy  is focused on a large renewable energy build-out. We  invest all of our capital in green energy projects, and  our earnings (EBITDA) are predominantly green. Yet,  in our product portfolio, we still have legacy business  that is not green. "
643,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 256.3030090332031, 1137.10986328125, 302.8150329589844)",34,"Firstly, we have one last remaining fossil-based  combined heat and power (CHP) plant in Esbjerg,  Denmark. In 2023, we will close this CHP plant and  fully retire the use of coal in our business. "
644,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 316.3030090332031, 1145.0147705078125, 434.8150329589844)",75,"Additionally, due to long-term legacy gas contracts,  we still buy wholesale natural gas in the energy  markets which we sell in the European gas markets  to industrial customers who depend on it. These gas  contracts were signed many years ago. Some were  signed in the 1980s with the Danish Underground  Consortium (DUC). Under these agreements, we  are committed to buy the natural gas produced by  DUC. We also have a long-term supply contract with  Gazprom.   "
645,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 448.3030090332031, 1142.9337158203125, 518.8150024414062)",55,"In 2020, our wholesale of natural gas operated  on low margins, as reflected in our earnings, but it  accounted for approximately one third of our total  revenue. Gas sales also account for 87 % of our  scope 3 emissions, due to the emissions linked to the  end-use of the natural gas we buy and sell. "
646,page 17 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 532.3030395507812, 1145.3992919921875, 674.8150024414062)",101,"With our target to have net-zero emissions across  our carbon footprint by 2040, we have decided to  phase out our activities to buy and sell natural gas.  As an interim target, we want to halve our emissions  by 2032 compared to 2018. This means that we will  not renew or enter into new long-term gas purchase  agreements. From 2019 to 2020, we divested our  liquefied natural gas (LNG) business and have seen a        28 % decline in our volume of gas sales. Towards  2032, we expect to see similar step-by-step reduc- tions in our wholesale volume as our gas contracts  expire.  "
647,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 198.90333557128906, 318.7477111816406, 235.1563720703125)",39,Our approach We phase out coal from our combined heat and power  (CHP) plants by replacing coal with certified sustainable  biomass and closing down coal-fired capacity. Our target is to  completely phase out our use of coal in 2023. 
648,page 17 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 198.9593505859375, 522.3414306640625, 244.1654052734375)",39,"We explore and develop solutions to produce renewable  hydrogen to displace fossil fuels in sectors that are difficult  to electrify, such as heavy industry and transport. We also  deploy battery storage solutions with some of our green  energy projects. "
649,page 17 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 198.9174346923828, 915.4252319335938, 226.16845703125)",24,"Our approach We exclusively use green financing instruments, including  green bonds and green loans, to progress our green  transformation and build-out of green energy. "
650,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 254.6934356689453, 318.23382568359375, 389.9686279296875)",128,"Our progress • This year, we saw an increase in coal consumption at  three of our combined heat and power plants due to our  provision of ancillary services in Denmark, contributing to  stable grid operations.  • We are still on track to complete our coal-to-biomass  conversion programme, with the last remaining coal-fired  CHP plant, located in Esbjerg, Denmark, closing by 1 April  2023, at the latest. Therefore, we will completely stop using  coal from 1 April 2023. Until then, fluctuations in our coal  consumption are expected. • We have inaugurated our new wood chip-fired unit at  Asnæs Power Station. Today, the power plant can supply  green district heating, as well as green process heat to  Novo Nordisk and Novozymes – thus lowering the city and  district’s carbon emissions. "
651,page 17 of ../pdf/orsted sustainability report.pdf,"(331.6549987792969, 254.7706298828125, 533.2002563476562, 398.99884033203125)",109,"• We have taken important steps towards growing our  current pipeline of projects within Power-to-X solutions:  –   We have entered into a landmark partnership in  Denmark with A.P. Moller - Maersk, DSV Panalpina, DFDS,  SAS, and Copenhagen Airport for the development of a  large-scale power-to-hydrogen facility in Copenhagen  aimed at decarbonising sectors in industry, heavy  transport, and shipping.   –   Together with ten partner organisations, we have  secured funding for the Westküste 100 project, the first  offshore wind power-to-hydrogen conversion project in  Germany.   –   We have partnered with the world’s leading fertiliser  company, Yara, to replace fossil hydrogen with renewable  hydrogen in the production of green ammonia in the  Netherlands. "
652,page 17 of ../pdf/orsted sustainability report.pdf,"(651.968017578125, 254.7498321533203, 931.0237426757812, 345.01495361328125)",96,"Our progress • This year, we have been exploring how to best align with  the upcoming EU taxonomy, which will help investors  determine the sustainability of the economic activities  they invest in. We expect to align with all aspects of the  taxonomy when the final version is launched in 2021. • We have continued our green debt financing by allocating  proceeds of DKK 24.1 billion to eligible green bond projects.  • In the annual report, we have built further on our TCFD  implementation by introducing a TCFD reference table in  our ESG performance report, section 5.3. "
653,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68505859375, 409.54095458984375, 521.8092041015625, 436.7919921875)",44,Actions to become future-fit Phase out coal in 2023 and substitute the remaining use of  natural gas and fossil oil with sustainable alternatives. Take an active role in testing and scaling new energy  technologies that can enable an acceleration of the green  energy build-out. 
654,page 17 of ../pdf/orsted sustainability report.pdf,"(651.968017578125, 409.5479736328125, 922.6502075195312, 436.79901123046875)",25,Actions to become future-fit Continue to use only green financing instruments for all our  future financing and align business activities and reporting  with EU taxonomy. 
655,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 447.3269958496094, 308.3714599609375, 474.5780334472656)",24,Our governance The EVP of our Markets & Bioenergy business unit is  accountable for the conversion and operations of our heat  and power plants. 
656,page 17 of ../pdf/orsted sustainability report.pdf,"(331.65496826171875, 447.3830261230469, 527.6821899414062, 474.5850524902344)",26,"Accountability for hydrogen projects lies with the EVP of our  Offshore business unit. For storage projects, it lies with the  EVP of our Onshore business unit. "
657,page 17 of ../pdf/orsted sustainability report.pdf,"(651.9679565429688, 447.3410339355469, 927.2359619140625, 474.5920715332031)",19,Our governance Accountability for green financing lies with our CFO. Our  Sustainability Committee approves allocation of green bond  proceeds. 
658,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68487548828125, 485.12005615234375, 899.2280883789062, 512.37109375)",46,"Policy and link to  more information • ESG performance report: Section 2.10 • Annual report, pages 21-25, 30-31 Policy and link to  more information • TCFD table in ESG performance report: Section 5.3 • Annual report, page 21 (EU taxonomy) • Green bond impact report 2020 "
659,page 17 of ../pdf/orsted sustainability report.pdf,"(39.69189453125, 522.8991088867188, 83.3228988647461, 550.43017578125)",4,International frameworks of reference 
660,page 17 of ../pdf/orsted sustainability report.pdf,"(117.64389038085938, 522.9060668945312, 695.6129150390625, 550.4371337890625)",26,• Paris Agreement  • IPCC Special Report: Global Warming of 1.5ºC • Paris Agreement  • IPCC Special Report: Global Warming of 1.5ºC International frameworks of reference 
661,page 17 of ../pdf/orsted sustainability report.pdf,"(729.9339599609375, 522.962158203125, 848.4080810546875, 559.1661376953125)",18,• Green Bond Principles (ICMA) • Green Loan Principles (ICMA) • EU Sustainable Finance Taxonomy  • TCFD recommendations 
662,page 17 of ../pdf/orsted sustainability report.pdf,"(39.698974609375, 569.6941528320312, 97.21796417236328, 597.2252197265625)",5,Examples of  partnerships and  collaborations 
663,page 17 of ../pdf/orsted sustainability report.pdf,"(117.65097045898438, 569.7501220703125, 484.8359069824219, 596.9521484375)",21,• Powering Past Coal Alliance • IRENA Coalition for Action • Green Hydrogen Catapult • WEF - Accelerating Clean Hydrogen initiative  
664,page 17 of ../pdf/orsted sustainability report.pdf,"(651.989013671875, 569.7081298828125, 709.5079956054688, 597.2391357421875)",5,Examples of  partnerships and  collaborations 
665,page 17 of ../pdf/orsted sustainability report.pdf,"(729.9410400390625, 569.76416015625, 868.2471313476562, 596.9661254882812)",15,• Corporate Forum on Sustainable Finance • Nasdaq ESG Data Portal • Green Bond Principles 
666,page 17 of ../pdf/orsted sustainability report.pdf,"(39.7060546875, 607.4940795898438, 532.4498901367188, 652.7491455078125)",52,SDG contribution 7.2: We are increasing the share of renewable energy in the  global energy mix. 7.1: We explore new technologies to decarbonise the world's  energy consumption - especially in sectors where emissions  are hard to abate 9.4: We are developing and adopting a greater range of clean  and environmentally sound technologies. 
667,page 17 of ../pdf/orsted sustainability report.pdf,"(651.989013671875, 607.5010986328125, 914.0955810546875, 625.7501220703125)",13,SDG contribution 7.1: We promote investment in energy infrastructure and  clean energy technology. 
668,page 17 of ../pdf/orsted sustainability report.pdf,"(39.70599365234375, 663.277099609375, 80.4179916381836, 681.80615234375)",3,Targets and  indicators 
669,page 17 of ../pdf/orsted sustainability report.pdf,"(117.65798950195312, 663.277099609375, 528.1007080078125, 690.80810546875)",23,Coal consumption (million tonnes) Strong commitment to engage in the development of  green hydrogen technologies and to deploy energy storage  solutions where meaningful. 
670,page 17 of ../pdf/orsted sustainability report.pdf,"(651.9889526367188, 663.2841186523438, 692.700927734375, 681.8131103515625)",3,Targets and  indicators 
671,page 17 of ../pdf/orsted sustainability report.pdf,"(125.1968002319336, 24.342693328857422, 290.9151916503906, 34.85469436645508)",5,Catalysing the green energy transformation 
672,page 17 of ../pdf/orsted sustainability report.pdf,"(730.1102294921875, 662.9097900390625, 817.30712890625, 690.4408569335938)",10,Green financing proceeds allocated to offshore wind projects (DKK billion) 
673,page 17 of ../pdf/orsted sustainability report.pdf,"(830.8612670898438, 662.9168090820312, 930.0780639648438, 691.6646118164062)",11,Avoided emissions potential  from allocated green bond  proceeds (million tonnes CO2e) 
674,page 17 of ../pdf/orsted sustainability report.pdf,"(39.678672790527344, 24.286693572998047, 1150.8626708984375, 35.1746940612793)",6,Ørsted Sustainability report 2020 35   34 
675,page 18 of ../pdf/orsted sustainability report.pdf,"(953.7503051757812, 714.7825317382812, 981.0372924804688, 730.3240356445312)",2,Local  suppliers 
